Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered
,Albania,41.1533,20.1683,2/7/2020,0,0,0
,Albania,41.1533,20.1683,2/8/2020,0,0,0
,Albania,41.1533,20.1683,2/9/2020,0,0,0
,Albania,41.1533,20.1683,2/10/2020,0,0,0
,Albania,41.1533,20.1683,2/11/2020,0,0,0
,Albania,41.1533,20.1683,2/12/2020,0,0,0
,Albania,41.1533,20.1683,2/13/2020,0,0,0
,Albania,41.1533,20.1683,2/14/2020,0,0,0
,Albania,41.1533,20.1683,2/15/2020,0,0,0
,Albania,41.1533,20.1683,2/16/2020,0,0,0
,Albania,41.1533,20.1683,2/17/2020,0,0,0
,Albania,41.1533,20.1683,2/18/2020,0,0,0
,Albania,41.1533,20.1683,2/19/2020,0,0,0
,Albania,41.1533,20.1683,2/20/2020,0,0,0
,Albania,41.1533,20.1683,2/21/2020,0,0,0
,Albania,41.1533,20.1683,2/22/2020,0,0,0
,Albania,41.1533,20.1683,2/23/2020,0,0,0
,Albania,41.1533,20.1683,2/24/2020,0,0,0
,Albania,41.1533,20.1683,2/25/2020,0,0,0
,Albania,41.1533,20.1683,2/26/2020,0,0,0
,Albania,41.1533,20.1683,2/27/2020,0,0,0
,Albania,41.1533,20.1683,2/28/2020,0,0,0
,Albania,41.1533,20.1683,2/29/2020,0,0,0
,Albania,41.1533,20.1683,3/1/2020,0,0,0
,Albania,41.1533,20.1683,3/2/2020,0,0,0
,Albania,41.1533,20.1683,3/3/2020,0,0,0
,Albania,41.1533,20.1683,3/4/2020,0,0,0
,Albania,41.1533,20.1683,3/5/2020,0,0,0
,Albania,41.1533,20.1683,3/6/2020,0,0,0
,Albania,41.1533,20.1683,3/7/2020,0,0,0
,Albania,41.1533,20.1683,3/8/2020,0,0,0
,Albania,41.1533,20.1683,3/9/2020,2,0,0
,Albania,41.1533,20.1683,3/10/2020,10,0,0
,Albania,41.1533,20.1683,3/11/2020,12,1,0
,Albania,41.1533,20.1683,3/12/2020,23,1,0
,Albania,41.1533,20.1683,3/13/2020,33,1,0
,Albania,41.1533,20.1683,3/14/2020,38,1,0
,Albania,41.1533,20.1683,3/15/2020,42,1,0
,Albania,41.1533,20.1683,3/16/2020,51,1,0
,Albania,41.1533,20.1683,3/17/2020,55,1,0
,Albania,41.1533,20.1683,3/18/2020,59,2,0
,Albania,41.1533,20.1683,3/19/2020,64,2,0
,Albania,41.1533,20.1683,3/20/2020,70,2,0
,Albania,41.1533,20.1683,3/21/2020,76,2,2
,Albania,41.1533,20.1683,3/22/2020,89,2,2
,Albania,41.1533,20.1683,3/23/2020,104,4,2
,Albania,41.1533,20.1683,3/24/2020,123,5,10
,Albania,41.1533,20.1683,3/25/2020,146,5,17
,Albania,41.1533,20.1683,3/26/2020,174,6,17
,Albania,41.1533,20.1683,3/27/2020,186,8,31
,Albania,41.1533,20.1683,3/28/2020,197,10,31
,Albania,41.1533,20.1683,3/29/2020,212,10,33
,Albania,41.1533,20.1683,3/30/2020,223,11,44
,Albania,41.1533,20.1683,3/31/2020,243,15,52
,Albania,41.1533,20.1683,4/1/2020,259,15,67
,Albania,41.1533,20.1683,4/2/2020,277,16,76
,Albania,41.1533,20.1683,4/3/2020,304,17,89
,Albania,41.1533,20.1683,4/4/2020,333,20,99
,Albania,41.1533,20.1683,4/5/2020,361,20,104
,Albania,41.1533,20.1683,4/6/2020,377,21,116
,Albania,41.1533,20.1683,4/7/2020,383,22,131
,Albania,41.1533,20.1683,4/8/2020,400,22,154
,Albania,41.1533,20.1683,4/9/2020,409,23,165
,Albania,41.1533,20.1683,4/10/2020,416,23,182
,Albania,41.1533,20.1683,4/11/2020,433,23,197
,Albania,41.1533,20.1683,4/12/2020,446,23,217
,Albania,41.1533,20.1683,4/13/2020,467,23,232
,Albania,41.1533,20.1683,4/14/2020,475,24,248
,Albania,41.1533,20.1683,4/15/2020,494,25,251
,Albania,41.1533,20.1683,4/16/2020,518,26,277
,Albania,41.1533,20.1683,4/17/2020,539,26,283
,Albania,41.1533,20.1683,4/18/2020,548,26,302
,Albania,41.1533,20.1683,4/19/2020,562,26,314
,Albania,41.1533,20.1683,4/20/2020,584,26,327
,Albania,41.1533,20.1683,4/21/2020,609,26,345
,Albania,41.1533,20.1683,4/22/2020,634,27,356
,Algeria,28.0339,1.6596,1/22/2020,0,0,0
,Algeria,28.0339,1.6596,1/23/2020,0,0,0
,Algeria,28.0339,1.6596,1/24/2020,0,0,0
,Algeria,28.0339,1.6596,1/25/2020,0,0,0
,Algeria,28.0339,1.6596,1/26/2020,0,0,0
,Algeria,28.0339,1.6596,1/27/2020,0,0,0
,Algeria,28.0339,1.6596,1/28/2020,0,0,0
,Algeria,28.0339,1.6596,1/29/2020,0,0,0
,Algeria,28.0339,1.6596,1/30/2020,0,0,0
,Algeria,28.0339,1.6596,1/31/2020,0,0,0
,Algeria,28.0339,1.6596,2/1/2020,0,0,0
,Algeria,28.0339,1.6596,2/2/2020,0,0,0
,Algeria,28.0339,1.6596,2/3/2020,0,0,0
,Algeria,28.0339,1.6596,2/4/2020,0,0,0
,Algeria,28.0339,1.6596,2/5/2020,0,0,0
,Algeria,28.0339,1.6596,2/6/2020,0,0,0
,Algeria,28.0339,1.6596,2/7/2020,0,0,0
,Algeria,28.0339,1.6596,2/8/2020,0,0,0
,Algeria,28.0339,1.6596,2/9/2020,0,0,0
,Algeria,28.0339,1.6596,2/10/2020,0,0,0
,Algeria,28.0339,1.6596,2/11/2020,0,0,0
,Algeria,28.0339,1.6596,2/12/2020,0,0,0
,Algeria,28.0339,1.6596,2/13/2020,0,0,0
,Algeria,28.0339,1.6596,2/14/2020,0,0,0
,Algeria,28.0339,1.6596,2/15/2020,0,0,0
,Algeria,28.0339,1.6596,2/16/2020,0,0,0
,Algeria,28.0339,1.6596,2/17/2020,0,0,0
,Algeria,28.0339,1.6596,2/18/2020,0,0,0
,Algeria,28.0339,1.6596,2/19/2020,0,0,0
,Algeria,28.0339,1.6596,2/20/2020,0,0,0
,Algeria,28.0339,1.6596,2/21/2020,0,0,0
,Algeria,28.0339,1.6596,2/22/2020,0,0,0
,Algeria,28.0339,1.6596,2/23/2020,0,0,0
,Algeria,28.0339,1.6596,2/24/2020,0,0,0
,Algeria,28.0339,1.6596,2/25/2020,1,0,0
,Algeria,28.0339,1.6596,2/26/2020,1,0,0
,Algeria,28.0339,1.6596,2/27/2020,1,0,0
,Algeria,28.0339,1.6596,2/28/2020,1,0,0
,Algeria,28.0339,1.6596,2/29/2020,1,0,0
,Algeria,28.0339,1.6596,3/1/2020,1,0,0
,Algeria,28.0339,1.6596,3/2/2020,3,0,0
,Algeria,28.0339,1.6596,3/3/2020,5,0,0
,Algeria,28.0339,1.6596,3/4/2020,12,0,0
,Algeria,28.0339,1.6596,3/5/2020,12,0,0
,Algeria,28.0339,1.6596,3/6/2020,17,0,0
,Algeria,28.0339,1.6596,3/7/2020,17,0,0
,Algeria,28.0339,1.6596,3/8/2020,19,0,0
,Algeria,28.0339,1.6596,3/9/2020,20,0,0
,Algeria,28.0339,1.6596,3/10/2020,20,0,0
,Algeria,28.0339,1.6596,3/11/2020,20,0,0
,Algeria,28.0339,1.6596,3/12/2020,24,1,8
,Algeria,28.0339,1.6596,3/13/2020,26,2,8
,Algeria,28.0339,1.6596,3/14/2020,37,3,12
,Algeria,28.0339,1.6596,3/15/2020,48,4,12
,Algeria,28.0339,1.6596,3/16/2020,54,4,12
,Algeria,28.0339,1.6596,3/17/2020,60,4,12
,Algeria,28.0339,1.6596,3/18/2020,74,7,12
,Algeria,28.0339,1.6596,3/19/2020,87,9,32
,Algeria,28.0339,1.6596,3/20/2020,90,11,32
,Algeria,28.0339,1.6596,3/21/2020,139,15,32
,Algeria,28.0339,1.6596,3/22/2020,201,17,65
,Algeria,28.0339,1.6596,3/23/2020,230,17,65
,Algeria,28.0339,1.6596,3/24/2020,264,19,24
,Algeria,28.0339,1.6596,3/25/2020,302,21,65
,Algeria,28.0339,1.6596,3/26/2020,367,25,29
,Algeria,28.0339,1.6596,3/27/2020,409,26,29
,Algeria,28.0339,1.6596,3/28/2020,454,29,31
,Algeria,28.0339,1.6596,3/29/2020,511,31,31
,Algeria,28.0339,1.6596,3/30/2020,584,35,37
,Algeria,28.0339,1.6596,3/31/2020,716,44,46
,Algeria,28.0339,1.6596,4/1/2020,847,58,61
,Algeria,28.0339,1.6596,4/2/2020,986,86,61
,Algeria,28.0339,1.6596,4/3/2020,1171,105,62
,Algeria,28.0339,1.6596,4/4/2020,1251,130,90
,Algeria,28.0339,1.6596,4/5/2020,1320,152,90
,Algeria,28.0339,1.6596,4/6/2020,1423,173,90
,Algeria,28.0339,1.6596,4/7/2020,1468,193,113
,Algeria,28.0339,1.6596,4/8/2020,1572,205,237
,Algeria,28.0339,1.6596,4/9/2020,1666,235,347
,Algeria,28.0339,1.6596,4/10/2020,1761,256,405
,Algeria,28.0339,1.6596,4/11/2020,1825,275,460
,Algeria,28.0339,1.6596,4/12/2020,1914,293,591
,Algeria,28.0339,1.6596,4/13/2020,1983,313,601
,Algeria,28.0339,1.6596,4/14/2020,2070,326,691
,Algeria,28.0339,1.6596,4/15/2020,2160,336,708
,Algeria,28.0339,1.6596,4/16/2020,2268,348,783
,Algeria,28.0339,1.6596,4/17/2020,2418,364,846
,Algeria,28.0339,1.6596,4/18/2020,2534,367,894
,Algeria,28.0339,1.6596,4/19/2020,2629,375,1047
,Algeria,28.0339,1.6596,4/20/2020,2718,384,1099
,Algeria,28.0339,1.6596,4/21/2020,2811,392,1152
,Algeria,28.0339,1.6596,4/22/2020,2910,402,1204
,Andorra,42.5063,1.5218,1/22/2020,0,0,0
,Andorra,42.5063,1.5218,1/23/2020,0,0,0
,Andorra,42.5063,1.5218,1/24/2020,0,0,0
,Andorra,42.5063,1.5218,1/25/2020,0,0,0
,Andorra,42.5063,1.5218,1/26/2020,0,0,0
,Andorra,42.5063,1.5218,1/27/2020,0,0,0
,Andorra,42.5063,1.5218,1/28/2020,0,0,0
,Andorra,42.5063,1.5218,1/29/2020,0,0,0
,Andorra,42.5063,1.5218,1/30/2020,0,0,0
,Andorra,42.5063,1.5218,1/31/2020,0,0,0
,Andorra,42.5063,1.5218,2/1/2020,0,0,0
,Andorra,42.5063,1.5218,2/2/2020,0,0,0
,Andorra,42.5063,1.5218,2/3/2020,0,0,0
,Andorra,42.5063,1.5218,2/4/2020,0,0,0
,Andorra,42.5063,1.5218,2/5/2020,0,0,0
,Andorra,42.5063,1.5218,2/6/2020,0,0,0
,Andorra,42.5063,1.5218,2/7/2020,0,0,0
,Andorra,42.5063,1.5218,2/8/2020,0,0,0
,Andorra,42.5063,1.5218,2/9/2020,0,0,0
,Andorra,42.5063,1.5218,2/10/2020,0,0,0
,Andorra,42.5063,1.5218,2/11/2020,0,0,0
,Andorra,42.5063,1.5218,2/12/2020,0,0,0
,Andorra,42.5063,1.5218,2/13/2020,0,0,0
,Andorra,42.5063,1.5218,2/14/2020,0,0,0
,Andorra,42.5063,1.5218,2/15/2020,0,0,0
,Andorra,42.5063,1.5218,2/16/2020,0,0,0
,Andorra,42.5063,1.5218,2/17/2020,0,0,0
,Andorra,42.5063,1.5218,2/18/2020,0,0,0
,Andorra,42.5063,1.5218,2/19/2020,0,0,0
,Andorra,42.5063,1.5218,2/20/2020,0,0,0
,Andorra,42.5063,1.5218,2/21/2020,0,0,0
,Andorra,42.5063,1.5218,2/22/2020,0,0,0
,Andorra,42.5063,1.5218,2/23/2020,0,0,0
,Andorra,42.5063,1.5218,2/24/2020,0,0,0
,Andorra,42.5063,1.5218,2/25/2020,0,0,0
,Andorra,42.5063,1.5218,2/26/2020,0,0,0
,Andorra,42.5063,1.5218,2/27/2020,0,0,0
,Andorra,42.5063,1.5218,2/28/2020,0,0,0
,Andorra,42.5063,1.5218,2/29/2020,0,0,0
,Andorra,42.5063,1.5218,3/1/2020,0,0,0
,Andorra,42.5063,1.5218,3/2/2020,1,0,0
,Andorra,42.5063,1.5218,3/3/2020,1,0,0
,Andorra,42.5063,1.5218,3/4/2020,1,0,0
,Andorra,42.5063,1.5218,3/5/2020,1,0,0
,Andorra,42.5063,1.5218,3/6/2020,1,0,0
,Andorra,42.5063,1.5218,3/7/2020,1,0,0
,Andorra,42.5063,1.5218,3/8/2020,1,0,0
,Andorra,42.5063,1.5218,3/9/2020,1,0,0
,Andorra,42.5063,1.5218,3/10/2020,1,0,0
,Andorra,42.5063,1.5218,3/11/2020,1,0,0
,Andorra,42.5063,1.5218,3/12/2020,1,0,1
,Andorra,42.5063,1.5218,3/13/2020,1,0,0
,Andorra,42.5063,1.5218,3/14/2020,1,0,1
,Andorra,42.5063,1.5218,3/15/2020,1,0,1
,Andorra,42.5063,1.5218,3/16/2020,2,0,1
,Andorra,42.5063,1.5218,3/17/2020,39,0,1
,Andorra,42.5063,1.5218,3/18/2020,39,0,1
,Andorra,42.5063,1.5218,3/19/2020,53,0,1
,Andorra,42.5063,1.5218,3/20/2020,75,0,1
,Andorra,42.5063,1.5218,3/21/2020,88,0,1
,Andorra,42.5063,1.5218,3/22/2020,113,1,1
,Andorra,42.5063,1.5218,3/23/2020,133,1,1
,Andorra,42.5063,1.5218,3/24/2020,164,1,1
,Andorra,42.5063,1.5218,3/25/2020,188,1,1
,Andorra,42.5063,1.5218,3/26/2020,224,3,1
,Andorra,42.5063,1.5218,3/27/2020,267,3,1
,Andorra,42.5063,1.5218,3/28/2020,308,3,1
,Andorra,42.5063,1.5218,3/29/2020,334,6,1
,Andorra,42.5063,1.5218,3/30/2020,370,8,10
,Andorra,42.5063,1.5218,3/31/2020,376,12,10
,Andorra,42.5063,1.5218,4/1/2020,390,14,10
,Andorra,42.5063,1.5218,4/2/2020,428,15,10
,Andorra,42.5063,1.5218,4/3/2020,439,16,16
,Andorra,42.5063,1.5218,4/4/2020,466,17,21
,Andorra,42.5063,1.5218,4/5/2020,501,18,26
,Andorra,42.5063,1.5218,4/6/2020,525,21,31
,Andorra,42.5063,1.5218,4/7/2020,545,22,39
,Andorra,42.5063,1.5218,4/8/2020,564,23,52
,Andorra,42.5063,1.5218,4/9/2020,583,25,58
,Andorra,42.5063,1.5218,4/10/2020,601,26,71
,Andorra,42.5063,1.5218,4/11/2020,601,26,71
,Andorra,42.5063,1.5218,4/12/2020,638,29,128
,Andorra,42.5063,1.5218,4/13/2020,646,29,128
,Andorra,42.5063,1.5218,4/14/2020,659,31,128
,Andorra,42.5063,1.5218,4/15/2020,673,33,169
,Andorra,42.5063,1.5218,4/16/2020,673,33,169
,Andorra,42.5063,1.5218,4/17/2020,696,35,191
,Andorra,42.5063,1.5218,4/18/2020,704,35,205
,Andorra,42.5063,1.5218,4/19/2020,713,36,235
,Andorra,42.5063,1.5218,4/20/2020,717,37,248
,Andorra,42.5063,1.5218,4/21/2020,717,37,282
,Andorra,42.5063,1.5218,4/22/2020,723,37,309
,Angola,-11.2027,17.8739,1/22/2020,0,0,0
,Angola,-11.2027,17.8739,1/23/2020,0,0,0
,Angola,-11.2027,17.8739,1/24/2020,0,0,0
,Angola,-11.2027,17.8739,1/25/2020,0,0,0
,Angola,-11.2027,17.8739,1/26/2020,0,0,0
,Angola,-11.2027,17.8739,1/27/2020,0,0,0
,Angola,-11.2027,17.8739,1/28/2020,0,0,0
,Angola,-11.2027,17.8739,1/29/2020,0,0,0
,Angola,-11.2027,17.8739,1/30/2020,0,0,0
,Angola,-11.2027,17.8739,1/31/2020,0,0,0
,Angola,-11.2027,17.8739,2/1/2020,0,0,0
,Angola,-11.2027,17.8739,2/2/2020,0,0,0
,Angola,-11.2027,17.8739,2/3/2020,0,0,0
,Angola,-11.2027,17.8739,2/4/2020,0,0,0
,Angola,-11.2027,17.8739,2/5/2020,0,0,0
,Angola,-11.2027,17.8739,2/6/2020,0,0,0
,Angola,-11.2027,17.8739,2/7/2020,0,0,0
,Angola,-11.2027,17.8739,2/8/2020,0,0,0
,Angola,-11.2027,17.8739,2/9/2020,0,0,0
,Angola,-11.2027,17.8739,2/10/2020,0,0,0
,Angola,-11.2027,17.8739,2/11/2020,0,0,0
,Angola,-11.2027,17.8739,2/12/2020,0,0,0
,Angola,-11.2027,17.8739,2/13/2020,0,0,0
,Angola,-11.2027,17.8739,2/14/2020,0,0,0
,Angola,-11.2027,17.8739,2/15/2020,0,0,0
,Angola,-11.2027,17.8739,2/16/2020,0,0,0
,Angola,-11.2027,17.8739,2/17/2020,0,0,0
,Angola,-11.2027,17.8739,2/18/2020,0,0,0
,Angola,-11.2027,17.8739,2/19/2020,0,0,0
,Angola,-11.2027,17.8739,2/20/2020,0,0,0
,Angola,-11.2027,17.8739,2/21/2020,0,0,0
,Angola,-11.2027,17.8739,2/22/2020,0,0,0
,Angola,-11.2027,17.8739,2/23/2020,0,0,0
,Angola,-11.2027,17.8739,2/24/2020,0,0,0
,Angola,-11.2027,17.8739,2/25/2020,0,0,0
,Angola,-11.2027,17.8739,2/26/2020,0,0,0
,Angola,-11.2027,17.8739,2/27/2020,0,0,0
,Angola,-11.2027,17.8739,2/28/2020,0,0,0
,Angola,-11.2027,17.8739,2/29/2020,0,0,0
,Angola,-11.2027,17.8739,3/1/2020,0,0,0
,Angola,-11.2027,17.8739,3/2/2020,0,0,0
,Angola,-11.2027,17.8739,3/3/2020,0,0,0
,Angola,-11.2027,17.8739,3/4/2020,0,0,0
,Angola,-11.2027,17.8739,3/5/2020,0,0,0
,Angola,-11.2027,17.8739,3/6/2020,0,0,0
,Angola,-11.2027,17.8739,3/7/2020,0,0,0
,Angola,-11.2027,17.8739,3/8/2020,0,0,0
,Angola,-11.2027,17.8739,3/9/2020,0,0,0
,Angola,-11.2027,17.8739,3/10/2020,0,0,0
,Angola,-11.2027,17.8739,3/11/2020,0,0,0
,Angola,-11.2027,17.8739,3/12/2020,0,0,0
,Angola,-11.2027,17.8739,3/13/2020,0,0,0
,Angola,-11.2027,17.8739,3/14/2020,0,0,0
,Angola,-11.2027,17.8739,3/15/2020,0,0,0
,Angola,-11.2027,17.8739,3/16/2020,0,0,0
,Angola,-11.2027,17.8739,3/17/2020,0,0,0
,Angola,-11.2027,17.8739,3/18/2020,0,0,0
,Angola,-11.2027,17.8739,3/19/2020,0,0,0
,Angola,-11.2027,17.8739,3/20/2020,1,0,0
,Angola,-11.2027,17.8739,3/21/2020,2,0,0
,Angola,-11.2027,17.8739,3/22/2020,2,0,0
,Angola,-11.2027,17.8739,3/23/2020,3,0,0
,Angola,-11.2027,17.8739,3/24/2020,3,0,0
,Angola,-11.2027,17.8739,3/25/2020,3,0,0
,Angola,-11.2027,17.8739,3/26/2020,4,0,0
,Angola,-11.2027,17.8739,3/27/2020,4,0,0
,Angola,-11.2027,17.8739,3/28/2020,5,0,0
,Angola,-11.2027,17.8739,3/29/2020,7,2,0
,Angola,-11.2027,17.8739,3/30/2020,7,2,0
,Angola,-11.2027,17.8739,3/31/2020,7,2,1
,Angola,-11.2027,17.8739,4/1/2020,8,2,1
,Angola,-11.2027,17.8739,4/2/2020,8,2,1
,Angola,-11.2027,17.8739,4/3/2020,8,2,1
,Angola,-11.2027,17.8739,4/4/2020,10,2,2
,Angola,-11.2027,17.8739,4/5/2020,14,2,2
,Angola,-11.2027,17.8739,4/6/2020,16,2,2
,Angola,-11.2027,17.8739,4/7/2020,17,2,2
,Angola,-11.2027,17.8739,4/8/2020,19,2,2
,Angola,-11.2027,17.8739,4/9/2020,19,2,2
,Angola,-11.2027,17.8739,4/10/2020,19,2,2
,Angola,-11.2027,17.8739,4/11/2020,19,2,4
,Angola,-11.2027,17.8739,4/12/2020,19,2,4
,Angola,-11.2027,17.8739,4/13/2020,19,2,4
,Angola,-11.2027,17.8739,4/14/2020,19,2,5
,Angola,-11.2027,17.8739,4/15/2020,19,2,5
,Angola,-11.2027,17.8739,4/16/2020,19,2,5
,Angola,-11.2027,17.8739,4/17/2020,19,2,5
,Angola,-11.2027,17.8739,4/18/2020,24,2,6
,Angola,-11.2027,17.8739,4/19/2020,24,2,6
,Angola,-11.2027,17.8739,4/20/2020,24,2,6
,Angola,-11.2027,17.8739,4/21/2020,24,2,6
,Angola,-11.2027,17.8739,4/22/2020,25,2,6
,Antigua and Barbuda,17.0608,-61.7964,1/22/2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,1/23/2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,1/24/2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,1/25/2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,1/26/2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,1/27/2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,1/28/2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,1/29/2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,1/30/2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,1/31/2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,2/1/2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,2/2/2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,2/3/2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,2/4/2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,2/5/2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,2/6/2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,2/7/2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,2/8/2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,2/9/2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,2/10/2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,2/11/2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,2/12/2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,2/13/2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,2/14/2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,2/15/2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,2/16/2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,2/17/2020,0,0,0
,Antigua and Barbuda,17.0608,-61.7964,2/18/2020,0,0,0
